directory,total_segs,covered_segs,inner_missing,gap_count,gap_index,gap_section,gap_local_n_start,gap_local_n_end,gap_missing_count,gap_sample_heb
shabbat_113,28,24,3,1,1,Shabbat 113b,1,2,2,"שֶׁלֹּא יְהֵא דִּבּוּרְךָ שֶׁל שַׁבָּת כְּדִבּוּרְךָ שֶׁל חוֹל. דִּבּוּר אָסוּר, הִרְהוּר — מוּתָּר."
shabbat_131,27,27,3,1,1,Shabbat 131b,1,2,2,"כֹּל שַׁעְתָּא וְשַׁעְתָּא זִמְנֵיהּ הוּא? אֶלָּא אָמַר רַב נַחְמָן אָמַר רַבִּי יִצְחָק, וְאִיתֵּימ"
shabbat_135,27,27,3,1,1,Shabbat 135b,2,3,2,"אִינִי? וְהָא אִיתְּמַר: יוֹצֵא דּוֹפֶן וּמִי שֶׁיֵּשׁ לוֹ שְׁתֵּי עֲרָלוֹת, רַב הוּנָא וְרַב חִיָּי"
shabbat_16,14,12,3,1,1,Shabbat 16b,6,7,2,רָבָא אָמַר: גְּזֵירָה שֶׁמָּא יֹאמְרוּ טְבִילָה בַּת יוֹמָא עוֹלָה לָהּ. מַאי בֵּינַיְיהוּ? אִיכָּא
shabbat_22,16,15,3,1,1,Shabbat 22a,5,6,2,"אִיתְּמַר: רַב אָמַר אֵין מַדְלִיקִין מִנֵּר לְנֵר, וּשְׁמוּאֵל אָמַר מַדְלִיקִין. רַב אָמַר אֵין מַ"
shabbat_30,21,12,3,1,1,Shabbat 30a,8,9,2,וְהַיְינוּ דִּכְתִיב: ״בַּיּוֹם הַשְּׁמִינִי שִׁלַּח אֶת הָעָם וַיְבָרֲכוּ אֶת הַמֶּלֶךְ וַיֵּלְכוּ 
shabbat_65,27,14,3,1,1,Shabbat 65a,10,11,2,רַבִּי — הָא דַּאֲמַרַן. רַבִּי אֱלִיעֶזֶר — דְּתַנְיָא: רַבִּי אֱלִיעֶזֶר פּוֹטֵר בְּכוֹבֶלֶת וּבִצ
shabbat_98,16,14,3,1,1,Shabbat 98b,3,4,2,"וְהָכְתִיב ״תַּמִּים״! הַהוּא דְּלֵיתוֹ שַׁלְמִין וְלָא לֵיתוֹ דְּנִיסְרָא. וְאִידַּךְ נָמֵי, הָכְתִ"
shevuot_2,20,19,3,1,1,Shevuot 2b,7,8,2,"אָמְרוּ לוֹ: מַהוּ שֶׁיִּקְרְבוּ זֶה בָּזֶה? אָמַר לָהֶם: הֵן. אָמְרוּ לוֹ: אִם כֵּן, יִהְיוּ שֶׁל י"
shevuot_32,40,35,3,1,1,Shevuot 32a,4,5,2,״אָמַר״ לָאו דַּוְקָא.
sotah_24,21,21,3,1,1,Sotah 24a,15,1,2,"וְרַבִּי יוֹנָתָן, הַאי ״אִישׁ אִישׁ״ מַאי עָבֵיד לֵיהּ? מִיבְּעֵי לֵיהּ לְרַבּוֹת אֵשֶׁת חֵרֵשׁ, וְ"
sotah_30,31,31,3,1,1,Sotah 30b,14,15,2,"בְּמַאי קָמִיפַּלְגִי — רַבִּי עֲקִיבָא סָבַר: ״לֵאמֹר״, אַמִּילְּתָא קַמַּיְיתָא."
sotah_6,37,35,3,1,1,Sotah 6a,5,6,2,"אֲמַר לֵיהּ אַבָּיֵי: אֶלָּא מֵעַתָּה, כֹּהֵן גָּדוֹל שֶׁקִּידֵּשׁ אֶת הָאַלְמָנָה וָמֵת, וְיֵשׁ לוֹ"
sotah_8,32,25,3,1,1,Sotah 8a,14,1,2,"אָמַר רָבָא: דְּרַבִּי יְהוּדָה אַדְּרַבִּי יְהוּדָה קַשְׁיָא, דְּרַבָּנַן אַדְּרַבָּנַן לָא קַשְׁיָ"
sukkah_31,33,27,3,1,1,Sukkah 31b,3,4,2,"אָמַר מָר: כְּשֵׁם שֶׁאֵין פּוֹחֲתִין מֵהֶן, כָּךְ אֵין מוֹסִיפִין עֲלֵיהֶן. פְּשִׁיטָא? מַהוּ דְּתֵ"
sukkah_44,21,19,3,1,1,Sukkah 44a,4,6,3,אָמַר רַב זְבִיד מִשְּׁמֵיהּ דְּרָבָא: לוּלָב דְּאוֹרָיְיתָא — עָבְדִינַן שִׁבְעָה זֵכֶר לַמִּקְדָּש
sukkah_7,40,33,3,1,1,Sukkah 7a,19,1,2,גּוּפָא. אָמַר רָבָא:
taanit_16,32,17,3,1,1,Taanit 16a,8,9,2,מַאי הַר הַמּוֹרִיָּה? פְּלִיגִי בַּהּ רַבִּי לֵוִי בַּר חָמָא וְרַבִּי חֲנִינָא. חַד אָמַר: הַר שֶׁ
temurah_26,26,26,3,1,1,Temurah 26a,12,14,3,"תַּנְיָא אִידַּךְ: אָמַר ״בְּהֵמָה זוֹ חֶצְיָהּ עוֹלָה וְחֶצְיָהּ שְׁלָמִים״ — קְדוֹשָׁה, וְאֵינָהּ "
yevamot_10b,28,14,3,1,1,Yevamot 10b,9,10,2,"אִיהוּ הוּא דְּקָאֵי בְּ״לֹא יִבְנֶה״, אֲבָל אֶחָיו — כִּדְקָיְימִי קָיְימִי."
yevamot_114,35,30,3,1,1,Yevamot 114b,6,8,3,"תָּא שְׁמַע: שְׁנֵי אַחִין פִּקְחִין נְשׂוּאִין שְׁתֵּי אֲחָיוֹת, אַחַת פִּקַּחַת וְאַחַת חֵרֶשֶׁת. "
yevamot_116,28,27,3,1,1,Yevamot 116a,4,5,2,"אָמַר אַבָּיֵי: אַף לְדִידִי דְּאָמֵינָא חָיְישִׁינַן — הָכָא לָא חָיְישִׁינַן, דְּהָא קָאָמְרִי סָה"
yevamot_121,39,36,3,1,1,Yevamot 121b,11,12,2,"גְּמָ׳ וְדִלְמָא לָא אָזְלִי? אָמַר רַב יְהוּדָה אָמַר שְׁמוּאֵל, דְּקָאָמְרִי: ״הָרֵינוּ בָּאִין מִ"
yevamot_19b,33,15,3,1,1,Yevamot 19a,18,19,2,"וְתַרְוַויְיהוּ לְרַבָּנַן אִיצְטְרִיךְ, וְלֹא זוֹ אַף זוֹ קָתָנֵי."
yevamot_41,39,29,3,1,1,Yevamot 41a,16,17,2,לֵימָא שְׁמוּאֵל וְרַב אַסִּי דְּאָמְרִי כְּרַבִּי אֶלְעָזָר?
yevamot_59,25,19,3,1,1,Yevamot 59b,1,2,2,"הָא מַנִּי — רַבִּי מֵאִיר הִיא, וְרַב דְּאָמַר כְּרַבִּי אֶלְעָזָר."
yevamot_61b,31,20,3,1,1,Yevamot 61b,1,2,2,"וְיֵשׁ לוֹ בָּנִים — לֹא יִשָּׂא אַיְלוֹנִית, שֶׁהִיא זוֹנָה הָאֲמוּרָה בַּתּוֹרָה. דְּאַזּוֹנָה כֹּ"
yevamot_64,32,30,3,1,1,Yevamot 64b,10,11,2,"וְהָתַנְיָא אִיפְּכָא, הֵי מִינַּיְיהוּ (אַחֲרִינִיתָא)?"
yevamot_66,28,28,3,1,1,Yevamot 66a,2,3,2,וְלָא מִיפַּקְדִי? וְהָאָמַר רַב אַחָא בַּר רַב קַטִּינָא אָמַר רַבִּי יִצְחָק: מַעֲשֶׂה בְּאִשָּׁה 
yevamot_67b,31,19,3,1,1,Yevamot 67a,15,16,2,מַאי אִירְיָא שֶׁמָּא יִמָּצֵא עוּבָּר זָכָר? תִּיפּוֹק לֵיהּ דִּנְקֵבָה נָמֵי פָּסְלָה! חֲדָא וְעוֹ
yevamot_78,41,32,3,1,1,Yevamot 78a,19,1,3,"טַעְמָא דִּכְתִיב ״אֲשֶׁר יִוָּלְדוּ״, הָא בְּעָלְמָא — בָּתַר אֲבוּהּ שָׁדֵינַן לֵיהּ. אֶלָּא הָא ד"
yevamot_88,32,28,3,1,1,Yevamot 88b,1,2,2,וְהַבָּא עָלֶיהָ בְּאָשָׁם תָּלוּי קָאֵי! אָמַר רַב שֵׁשֶׁת: כְּגוֹן שֶׁנִּיסֵּת לְאֶחָד מֵעֵדֶיהָ.
yevamot_97,40,32,3,1,1,Yevamot 97b,5,6,2,"״בִּיָּיא בִּיָּיא מֵאַח, וְהוּא אַב, וְהוּא בְּעֵל, וְהוּא בַּר בְּעֵל, וְהוּא בַּעְלַהּ דְּאֵם, וַ"
yevamot_99,27,25,3,1,1,Yevamot 99b,5,7,3,"גְּמָ׳ מֵתוּ הַכְּשֵׁרִים וְכוּ׳. אֶלָּא הָנָךְ, מִשּׁוּם דְּאִיעָרוּב לְהוּ הָווּ לְהוּ פְּסוּלִין?"
yoma_11,29,20,3,1,1,Yoma 11b,1,2,2,"בֵּית שַׁעַר, אַכְסַדְרָה וּמִרְפֶּסֶת — תַּלְמוּד לוֹמַר: ״בַּיִת״, מָה בַּיִת מְיוּחָד לְדִירָה, י"
yoma_3,21,21,3,1,1,Yoma 3a,6,1,2,"וְאֵימָא רֹאשׁ הַשָּׁנָה, דִּפְרִישַׁת שִׁבְעָה לְיוֹם אֶחָד הוּא! אָמַר רַבִּי אֲבָהוּ: דָּנִין פָּ"
yoma_40,27,22,3,1,1,Yoma 40a,9,10,2,אִילֵּימָא דְּאִי אַקְדֵּים מַתָּנוֹת דְּפַר בַּהֵיכָל מִקַּמֵּי מַתָּנוֹת דְּשָׂעִיר בִּפְנִים — ״ח
yoma_45,26,26,3,1,1,Yoma 45a,2,3,2,"רַב אָשֵׁי אָמַר: חֲמִשָּׁה הֵן, וְכׇל חַד וְחַד אִית בֵּיהּ זָהָב וְזָהָב טוֹב. תַּנְיָא נָמֵי הָכִ"
yoma_55,25,23,3,1,1,Yoma 55a,8,10,3,"אוֹ כְּלָךְ לְדֶרֶךְ זוֹ: נֶאֶמְרוּ דָּמִים לְמַעְלָה בַּשָּׂעִיר, וְנֶאֶמְרוּ דָּמִים לְמַטָּה בַּש"
yoma_84,27,21,3,1,1,Yoma 84a,11,2,3,וַחֲכָמִים אוֹמְרִים: בְּאֵילּוּ אֵין בָּהֶן מִשּׁוּם רְפוּאָה. ״בְּאֵילּוּ״ לְמַעוֹטֵי מַאי? מַאי ל
zevachim_32,25,25,3,1,1,Zevachim 32a,12,1,2,"רַב חִסְדָּא מַתְנִי אִיפְּכָא: ״וְסָמַךְ... וְשָׁחַט״ – מָה שְׁחִיטָה בִּטְהוֹרִין, אַף סְמִיכָה בִ"
zevachim_60,30,27,3,1,1,Zevachim 60b,5,6,2,"וְנִיהְדַּר דִּינָא, וְנֵיתֵי בְּ״מָה הַצַּד״!"
zevachim_84,26,21,3,1,1,Zevachim 84a,15,1,2,וּמָה רָאִיתָ לְרַבּוֹת אֶת אֵלּוּ וּלְהוֹצִיא אֶת אֵלּוּ? אַחַר שֶׁרִיבָּה
Hullin_22,23,23,2,1,1,Chullin 22b,5,6,2,תָּנוּ רַבָּנַן: יָכוֹל יְהוּ כׇּל הַתּוֹרִים וְכׇל בְּנֵי הַיּוֹנָה כְּשֵׁרִים? תַּלְמוּד לוֹמַר: ״
Hullin_25,27,24,2,1,1,Chullin 25a,9,10,2,"וְלֹא יְהוּ כׇּל הַכֵּלִים מִיטַּמְּאִין מִגַּבָּן, אֶלָּא מִתּוֹכָן וּבִנְגִיעָה, מִקַּל וְחוֹמֶר: "
arakhin_2,35,34,2,1,1,Arakhin 2b,2,3,2,"וְרַבִּי יְהוּדָה, הַאי ״הָמֵר יָמִיר״ מַאי עָבֵיד לֵיהּ? מִיבְּעֵי לֵיהּ לְרַבּוֹת אֶת הָאִשָּׁה, ד"
arakhin_33,45,36,2,1,1,Arakhin 33a,19,20,2,"״וּבַיּוֹבֵל יֵצֵא״, לְמָה לִי? אָמַר רַב פָּפָּא: לֹא נִצְרְכָה אֶלָּא לְמוֹכֵר בַּיִת בְּבָתֵּי הַ"
avodah_zarah_22,23,23,2,1,1,Avodah Zarah 22b,7,8,2,"אִי הָכִי, זְכָרִים מִנְּקֵבוֹת לָא נִיזְבּוֹן, דְּחָיְישִׁינַן דִּלְמָא מַרְבְּעָא לֵיהּ עִילָּוַהּ"
bava_batra_105,13,13,2,1,1,Bava Batra 105a,6,7,2,״זוֹ״ – וְלָא סְבִירָא לֵיהּ?! וְהָא רַב וּשְׁמוּאֵל דְּאָמְרִי תַּרְוַיְיהוּ: ״כּוֹר בִּשְׁלֹשִׁים 
bava_batra_133,22,11,2,1,1,Bava Batra 133a,9,1,2,"אֲמַר לֵיהּ רָבָא לְרַב נַחְמָן: וְהָא אַפְסְקַהּ! הוּא סָבַר – יֵשׁ לָהּ הֶפְסֵק, וְרַחֲמָנָא אָמַר"
bava_batra_145,27,18,2,1,1,Bava Batra 145a,3,4,2,לֵימָא ״תְּנוּ לִי בַּעְלִי וְאֶשְׂמַח עִמּוֹ״ – תַּנָּאֵי הִיא? דְּתַנְיָא: הַמְאָרֵס אֶת הָאִשָּׁה
bava_batra_33,13,13,2,1,1,Bava Batra 33b,4,5,2,"הָהוּא דַּאֲמַר לֵיהּ לְחַבְרֵיהּ: מַאי בָּעֵית בְּהַאי אַרְעָא? אֲמַר לֵיהּ: מִינָּךְ זְבַנִי, וַאֲ"
bava_batra_59,23,23,2,1,1,Bava Batra 59b,5,6,2,"לָא; דְּכוּלֵּי עָלְמָא שְׁמֵיהּ הֶיזֵּק; וְשָׁאנֵי הָכָא, דְּאָמַר לֵיהּ: לְתַשְׁמִישְׁתָּא – לָא ח"
bava_batra_76,16,12,2,1,1,Bava Batra 76a,4,5,2,סְפִינָה בִּמְשִׁיכָה – הַיְינוּ תַּנָּא קַמָּא! אֶלָּא דְּרַב וּשְׁמוּאֵל אִיכָּא בֵּינַיְיהוּ? לָא
bava_kamma_20,38,23,2,1,1,Bava Kamma 20b,1,2,2,הָא אִיתְהֲנִית!
bava_kamma_23,30,15,2,1,1,Bava Kamma 23a,11,1,2,תִּפְשׁוֹט דְּפִי פָרָה –
bava_kamma_43,38,15,2,1,1,Bava Kamma 43a,13,14,2,"אִי דָּמִים, אֵימָא סֵיפָא: ״הֵמִית שׁוֹרִי אֶת עַבְדּוֹ שֶׁל פְּלוֹנִי״ – אֵינוֹ מְשַׁלֵּם עַל פִּי"
bava_kamma_72,20,16,2,1,1,Bava Kamma 72b,2,3,2,אֲמַר לֵיהּ רַב אַחָא בְּרֵיהּ דְּרָבָא: כִּי קָא מִחַיַּיב נָמֵי – אַהָהוּא פּוּרְתָּא. אֲמַר לֵיהּ
bava_kamma_95,32,21,2,1,1,Bava Kamma 95a,11,12,2,"אִיכָּא דְאָמְרִי: הָא – לָא אִיבְּעִי לַן; מִדְּאָפֵיךְ רַב וְתָנֵי: ״גָּזַל פָּרָה וְהִזְקִינָה, ע"
bava_metzia_10,37,35,2,1,1,Bava Metzia 10b,2,3,2,"אָמַר רָבָא, מוֹתֵיב רַבִּי יַעֲקֹב בַּר אִידִי נְזִיקִין: רָאָה אֶת הַמְּצִיאָה וְנָפַל לוֹ עָלֶיהָ"
bava_metzia_26,28,22,2,1,1,Bava Metzia 26a,11,12,2,שְׁמַע מִינַּהּ הֲלָכָה כְּרַבִּי שִׁמְעוֹן בֶּן אֶלְעָזָר אֲפִילּוּ בְּרוֹב יִשְׂרָאֵל!
bava_metzia_36,30,20,2,1,1,Bava Metzia 36a,13,14,2,יָתֵיב רַבִּי אַמֵּי וְקָאָמַר לַהּ לְהָא שְׁמַעְתָּא. אֵיתִיבֵיהּ רַבִּי אַבָּא בַּר מֶמֶל לְרַבִּי
bava_metzia_39,22,16,2,1,1,Bava Metzia 39a,7,8,2,וְכוּלָּן שָׁמִין לָהֶם כְּאָרִיס – וְכוּלָּן לְאֵיתוֹיֵי מַאי?
bava_metzia_67,29,25,2,1,1,Bava Metzia 67a,9,10,2,"אֲמַר לֵיהּ אַבָּיֵי לְרַבָּה: מַשְׁכַּנְתָּא, מַאי? הָתָם טַעְמָא מַאי – מִשּׁוּם דְּלָא קַץ לֵיהּ,"
bava_metzia_78,28,11,2,1,1,Bava Metzia 78a,6,7,2,הַשּׂוֹכֵר אֶת הַחֲמוֹר וְהִבְרִיקָה אוֹ שֶׁנַּעֲשֵׂית אַנְגַּרְיָא – אוֹמֵר לוֹ: הֲרֵי שֶׁלְּךָ לְפ
bava_metzia_79,27,25,2,1,1,Bava Metzia 79a,6,7,2,"לְעוֹלָם דְּלָא שְׁכִיחַ לְאֹגוֹרֵי, וּמִשּׁוּם דְּאָמַר לֵיהּ: אִילּוּ בָּעֵית לְמֵיתֵי עַד הָכָא –"
bava_metzia_82,17,17,2,1,1,Bava Metzia 82b,1,2,2,"בְּמִלְוֶה צָרִיךְ לְמַשְׁכּוֹן קָמִיפַּלְגִי. מָר סָבַר: מִצְוָה קָא עָבֵיד שֶׁהִלְוָהוּ, וְהָוֵי ש"
bava_metzia_91,32,31,2,1,1,Bava Metzia 91b,14,15,2,"תָּא שְׁמַע: אֲבָל מוֹנֵעַ אֶת עַצְמוֹ עַד שֶׁמַּגִּיעַ לִמְקוֹם הַיָּפוֹת, וְאוֹכֵל. וְאִי אָמְרַתּ"
beitzah_2,26,24,2,1,1,Beitzah 2b,9,10,2,"וְקָסָבַר רַבָּה, כֹּל בֵּיצָה דְּמִתְיַלְדָא הָאִידָּנָא — מֵאֶתְמוֹל גָּמְרָה לָהּ."
beitzah_25,33,24,2,1,1,Beitzah 25a,15,16,2,"וְהָאֲנַן תְּנַן מַתְנִיתִין כִּדְרַב הוּנָא! דִּתְנַן, רַבִּי עֲקִיבָא אוֹמֵר: אֲפִילּוּ כְּזַיִת ח"
beitzah_39,27,24,2,1,1,Beitzah 39b,5,6,2,"וְסָבַר רַב נַחְמָן יֵשׁ בְּרֵירָה? וְהָתְנַן: הָאַחִין הַשּׁוּתָּפִין, כְּשֶׁחַיָּיבִין בַּקָּלְבּו"
beitzah_40,21,21,2,1,1,Beitzah 40a,11,12,2,אֲמַר לֵיהּ רַב הִלֵּל לְרַב אָשֵׁי: וְאִי אִינְהוּ תָּלוּ לֵיהּ לָא שָׁקֵיל? וְהָאָמַר שְׁמוּאֵל: ש
bekhorot_23,21,18,2,1,1,Bekhorot 23a,8,1,2,"דִּלְמָא, וַדַּאי שָׁאנֵי הָכָא, דְּהָוְיָא לַהּ טוּמְאָה סְרוּחָה. הָנִיחָא לְבַר פְּדָא, דְּאָמַר:"
bekhorot_34,29,16,2,1,1,Bekhorot 34a,4,5,2,לְמֵימְרָא דְּרַבִּי אֱלִיעֶזֶר סָבַר יֵשׁ אֵם לַמִּקְרָא? וּרְמִינְהִי: ״בְּבִגְדוֹ בָּהּ״ — כֵּיוָ
bekhorot_36,43,24,2,1,1,Bekhorot 36a,8,9,2,"אֵימָא: לָא הַפֶּה שֶׁאָסַר הוּא, קָא מַשְׁמַע לַן, דְּאִי מִשּׁוּם הָכִי — הֲוָה שָׁדֵי בֵּיהּ מוּמ"
bekhorot_4,37,23,2,1,1,Bekhorot 4b,2,3,2,"וּמִמַּאי דִּבְשֶׂה? אָמַר רַב חִסְדָּא: נֶאֱמַר כֶּסֶף לְדוֹרוֹת, וְנֶאֱמַר שֶׂה לְדוֹרוֹת."
bekhorot_44,41,33,2,1,1,Bekhorot 44a,17,18,2,חוֹטְמוֹ גָּדוֹל וכו׳. תָּנָא: כְּאֶצְבַּע קְטַנָּה.
berakhot_21,36,26,2,1,1,Berakhot 21b,7,8,2,"אִיבַּעְיָא לְהוּ: מַהוּ לְהַפְסִיק לִ״יהֵא שְׁמוֹ הַגָּדוֹל מְבוֹרָךְ״? כִּי אֲתָא רַב דִּימִי, אָמ"
berakhot_25b,52,23,2,1,1,Berakhot 25b,10,11,2,"אָמַר אַבָּיֵי: צוֹאָה כׇּל שֶׁהוּ, מְבַטְּלָהּ בְּרוֹק. אָמַר רָבָא: וּבְרוֹק עָבֶה. אָמַר רָבָא: צ"
berakhot_36,44,17,2,1,1,Berakhot 36a,10,11,2,וְלַשְׁמְעִינַן דְּחִיטֵּי וְכׇל שֶׁכֵּן דִּשְׂעָרֵי!
chagigah_23,26,20,2,1,1,Chagigah 23a,12,13,2,"וְאָמַר רַבָּה בַּר שֵׁילָא אָמַר רַב מַתְנָה אָמַר שְׁמוּאֵל: לְעוֹלָם דְּחַתְכַהּ חָבֵר, וּמִשּׁוּ"
eruvin_86,30,29,2,1,1,Eruvin 86a,16,1,2,"וְאֶלָּא הָא דְּאָמַר רַב יְהוּדָה: קוֹרָה אַרְבַּע מַתֶּרֶת בְּחוּרְבָּה, וְרַב נַחְמָן אָמַר רַבָּ"
eruvin_98,33,33,2,1,1,Eruvin 98a,13,14,2,הָיָה קוֹרֵא בְּרֹאשׁ הַגָּג וְכוּ׳. וּמִי שְׁרֵי? וְהָתַנְיָא: כּוֹתְבֵי סְפָרִים תְּפִילִּין וּמְז
gittin_22,26,24,2,1,1,Gittin 22a,10,11,2,"וְאַכַּתִּי, בִּדְאַשְׁרוּשׁ לָא פְּלִיגִי?! וְהָא תַּנְיָא: אִילָן – מִקְצָתוֹ בָּאָרֶץ וּמִקְצָתוֹ"
gittin_29,37,23,2,1,1,Gittin 29b,5,6,2,רַב נַחְמָן בַּר יִצְחָק מַתְנֵי הָכִי: אֲמַרוּ לֵיהּ רַבָּנַן לַאֲבִימִי בְּרֵיהּ דְּרַבִּי אֲבָהוּ
gittin_38,34,17,2,1,1,Gittin 38a,8,9,2,"אֶלָּא לְרָבָא – דְּאָמַר לְאַחַר יֵאוּשׁ, קַשְׁיָא דְּרַבִּי יוֹחָנָן אַדְּרַבִּי יוֹחָנָן!"
horayot_13,42,30,2,1,1,Horayot 13a,20,21,2,אֵימָתַי? בִּזְמַן שֶׁכּוּלָּן שָׁוִין כּוּ׳. מְנָא הָנֵי מִילֵּי? אָמַר רַב אַחָא בְּרַבִּי חֲנִינָ
horayot_4,40,36,2,1,1,Horayot 4a,4,5,2,אָמַר לוֹ בֶּן עַזַּאי: מַאי שְׁנָא מִן הַיּוֹשֵׁב כּוּ׳. שַׁפִּיר קָאָמַר לֵיהּ רַבִּי עֲקִיבָא לְב
horayot_7,36,35,2,1,1,Horayot 7b,17,18,2,וְתִסְבְּרַאּ: בִּזְדוֹנוֹ כָּרֵת וּבְשִׁגְגָתוֹ חַטָּאת מִי קָתָנֵי?
hullin_47,21,21,2,1,1,Hullin 47b,14,15,2,"רַבִּי חֲנַנְיָה חֲלַשׁ, עָל לְגַבֵּיהּ רַבִּי נָתָן וְכׇל גְּדוֹלֵי הַדּוֹר, אַיְיתוֹ קַמֵּיהּ רֵיא"
hullin_57,25,21,2,1,1,Hullin 57b,2,3,2,"וְאַשְׁכַּחְתֵּיהּ נָמֵי לְרַבִּי יִרְמְיָה בַּר אַבָּא דְּיָתֵיב וְקָא בָדֵיק בְּצוֹמֵת הַגִּידִין,"
hullin_98,30,30,2,1,1,Hullin 98a,5,6,2,"הָכִי נָמֵי מִסְתַּבְּרָא, דְּאִי סָלְקָא דַעְתָּךְ רֵישָׁא דְּלֵית בַּהּ אֶפְרוֹחַ – הַשְׁתָּא דְּל"
ketubot_101,39,29,2,1,1,Ketubot 101a,2,3,2,"מַאי קָא מַשְׁמַע לַן? תְּנֵינָא כּוּלְּהוּ: הַמְמָאֶנֶת בְּאִישׁ — הוּא מוּתָּר בִּקְרוֹבוֹתֶיהָ, ו"
ketubot_106,29,28,2,1,1,Ketubot 106b,12,13,2,״פֵּירוֹת״ מַאי הִיא? — דְּתַנְיָא: מוֹתַר תְּרוּמָה מָה הָיוּ עוֹשִׂין בָּהּ? לוֹקְחִין פֵּירוֹת בּ
ketubot_13,35,26,2,1,1,Ketubot 13a,16,17,2,"אֲמַר לֵיהּ רַב פָּפָּא לְאַבָּיֵי: לִזְעֵירִי דְּאָמַר מַאי ״מְדַבֶּרֶת״ — נִסְתְּרָה, וְאָמַר רַבּ"
ketubot_2,25,20,2,1,1,Ketubot 2a,11,1,2,"בִּשְׁעַת וִוסְתָּהּ, לָא תִּיבְּעֵי לָךְ"
